filename,age,gender,pitch,intensity,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,zero_crossing_rate,chroma_stft,mfcc_1,mfcc_2,mfcc_3,age_integer
cv-valid-test/sample-000003.mp3,twenties,male,1263.4595947265625,0.009358990006148815,2644.264958655471,2748.4681480417357,21.29536412404987,5367.1875,0.06829859310165975,0.45635712146759033,-588.1030883789062,106.3888931274414,19.169490814208984,25
cv-valid-test/sample-000006.mp3,twenties,male,1939.5467529296875,0.005506130866706371,3490.6656029927844,3096.6156504710134,20.07213248568843,6684.172124145786,0.10935386709851937,0.534063458442688,-559.5885620117188,89.20862579345703,-12.495049476623535,25
cv-valid-test/sample-000008.mp3,thirties,male,1633.5780029296875,0.08970405161380768,2447.306170294608,1725.8965330962114,21.387904048780705,4089.4451530612246,0.0903851775085034,0.436802476644516,-331.307861328125,137.71067810058594,-16.55085563659668,35
cv-valid-test/sample-000009.mp3,fifties,male,1800.5167236328125,0.03300345689058304,2492.985509309813,2431.462897875468,22.590589847104777,4386.5220323741005,0.08004885154376498,0.4042762517929077,-410.3009338378906,138.95059204101562,-24.662996292114258,55
cv-valid-test/sample-000011.mp3,twenties,male,1844.358154296875,0.03275292366743088,2598.063544484117,2549.647382973505,21.26174853396747,5051.7578125,0.06958486519607843,0.5166136026382446,-426.01397705078125,138.55113220214844,-32.11507797241211,25
cv-valid-test/sample-000014.mp3,twenties,male,1617.2698974609375,0.02719269134104252,2641.7135610870787,2602.93306799401,19.762250371081702,5196.644585253456,0.07055101526497695,0.5677465796470642,-450.1402282714844,117.51420593261719,-11.099579811096191,25
cv-valid-test/sample-000016.mp3,twenties,male,1501.98828125,0.011292055249214172,3138.356198475603,2830.4631714291677,20.596642915094698,5874.353853383459,0.09387849506578948,0.45002612471580505,-510.35784912109375,119.89622497558594,0.6165183782577515,25
cv-valid-test/sample-000022.mp3,twenties,male,1457.985107421875,0.014276634901762009,2536.720216854769,2377.3694970221172,20.1045474033535,4721.0260826771655,0.07456733923884515,0.5178390145301819,-514.8276977539062,144.01295471191406,-10.234945297241211,25
cv-valid-test/sample-000031.mp3,twenties,male,1509.684326171875,0.22024813294410706,2958.7416800680876,2952.4378238041345,21.608486204565352,5770.0346327319585,0.07558795103092783,0.4769320785999298,-209.8394012451172,124.08367919921875,-6.959031105041504,25
cv-valid-test/sample-000034.mp3,fifties,female,1461.8974609375,0.02594636008143425,2243.0438096576504,2531.2091415179298,19.331509361947134,4743.45079787234,0.05200506981382979,0.4975302815437317,-530.7909545898438,98.71505737304688,20.44141960144043,55
